,time,lat,lon,velocity,heading,baroaltitude,geoaltitude,onground,hour
3565,1641418116.0,32.53102111816406,-96.76483154296875,136.2694086114981,298.4033049933959,1912.62,1905.0,false,1641416400.0
3566,1641418117.0,32.53163483183263,-96.76612075494262,136.2694086114981,298.4033049933959,1912.62,1905.0,false,1641416400.0
3567,1641418118.0,32.53233311539989,-96.7676341776945,136.2694086114981,298.4033049933959,1905.0,1897.38,false,1641416400.0
3568,1641418119.0,32.53289794921875,-96.76889648437498,136.2694086114981,298.4033049933959,1905.0,1897.38,false,1641416400.0
3570,1641418121.0,32.53372968253443,-96.77071707589283,136.2694086114981,298.4033049933959,1897.38,1889.76,false,1641416400.0
3571,1641418122.0,32.5345458984375,-96.7724670410156,136.2694086114981,298.4033049933959,1889.76,1882.14,false,1641416400.0
3572,1641418123.0,32.53512624966896,-96.77374392139666,136.2694086114981,298.4033049933959,1882.14,1874.52,false,1641416400.0
3573,1641418124.0,32.53535901085805,-96.77430444834181,136.2694086114981,298.4033049933959,1882.14,1874.52,false,1641416400.0
3574,1641418125.0,32.53629005561441,-96.7763223453444,136.7221434191768,298.3007557660064,1874.52,1866.9,false,1641416400.0
3575,1641418126.0,32.53688049316406,-96.77763061523439,136.7221434191768,298.3007557660064,1866.9,1866.9,false,1641416400.0
3576,1641418127.0,32.53745386155985,-96.77890076929208,136.7221434191768,298.3007557660064,1866.9,1859.28,false,1641416400.0
3577,1641418128.0,32.53807067871094,-96.7801574707031,136.7221434191768,298.3007557660064,1859.28,1859.28,false,1641416400.0
3578,1641418129.0,32.53829956054688,-96.78065185546876,136.7221434191768,298.3007557660064,1859.28,1851.66,false,1641416400.0
3580,1641418131.0,32.5396728515625,-96.78372802734373,136.2694086114981,298.4033049933959,1851.66,1844.04,false,1641416400.0
3581,1641418132.0,32.54024699582892,-96.78501051299423,136.2694086114981,298.4033049933959,1851.66,1844.04,false,1641416400.0
3582,1641418133.0,32.54063415527344,-96.78581542968749,136.2694086114981,298.4033049933959,1851.66,1844.04,false,1641416400.0
3584,1641418135.0,32.54200744628906,-96.78883666992186,136.0254531821685,298.2126987971509,1851.66,1844.04,false,1641416400.0
3585,1641418136.0,32.54285392114672,-96.7906157824458,136.0254531821685,298.2126987971509,1851.66,1844.04,false,1641416400.0
3586,1641418137.0,32.54319763183594,-96.79141845703123,136.0254531821685,298.2126987971509,1851.66,1844.04,false,1641416400.0
3587,1641418138.0,32.54378496590307,-96.79268973214283,136.0254531821685,298.2126987971509,1851.66,1844.04,false,1641416400.0
3588,1641418139.0,32.54434204101562,-96.7939453125,136.0254531821685,298.2126987971509,1851.66,1844.04,false,1641416400.0
3589,1641418140.0,32.54494877184852,-96.79526815609057,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3590,1641418141.0,32.54576110839844,-96.79702148437497,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3592,1641418143.0,32.54657810017214,-96.79879947584504,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3593,1641418144.0,32.54718017578125,-96.80015258789064,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3594,1641418145.0,32.5475091449285,-96.80087342554208,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3595,1641418146.0,32.54844018968485,-96.80289132254461,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3596,1641418147.0,32.54913847325211,-96.80446079799106,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
